"TCNumber","ChEBI","Substrate"
"1.N.3.1.1","CHEBI:33839","macromolecule"
"3.A.1.2.12","CHEBI:23636","deoxyribonucleoside"
"1.G.3.1.6","CHEBI:8755","(ribonucleotide)n+m"
"9.B.104.1.7","CHEBI:8526","protein polypeptide chain"
"2.A.6.2.21","CHEBI:7731","ofloxacin"
"2.A.6.2.21","CHEBI:3717","ciprofloxacin"
"2.A.6.2.21","CHEBI:3603","chloramphenicol"
"2.A.6.2.21","CHEBI:10426","beta-lactam"
"2.A.6.2.21","CHEBI:46634","carbapenemcarboxylic acid"
"2.A.6.2.21","CHEBI:5879","imipenem"
"2.A.6.2.21","CHEBI:9474","tetracycline"
"2.A.6.2.21","CHEBI:22479","amino cyclitol glycoside"
"2.A.6.2.21","CHEBI:87211","fluoroquinolone antibiotic"
"2.A.6.2.21","CHEBI:25106","macrolide"
"2.A.6.2.21","CHEBI:4841","erythromycin A"
"1.A.35.5.1","CHEBI:6635","magnesium(2+)"
"2.A.53.5.3","CHEBI:6967","molybdate"
"2.A.23.1.3","CHEBI:14584","mesaconate(2-)"
"2.A.23.1.3","CHEBI:17240","itaconate(2-)"
"2.A.23.1.3","CHEBI:15595","malate(2-)"
"2.A.23.1.3","CHEBI:42511","fumarate(2-)"
"2.A.23.1.3","CHEBI:30839","orotate"
"2.A.1.4.10","CHEBI:57488","hydrogen phosphonatoacetate(2-)"
"2.A.1.4.10","CHEBI:17272","propionate"
"3.A.3.5.21","CHEBI:49551","copper(1+)"
"3.A.3.5.21","CHEBI:49468","silver(1+)"
"3.A.1.109.4","CHEBI:3717","ciprofloxacin"
"3.A.1.109.4","CHEBI:24212","gentamycin"
"3.A.1.109.4","CHEBI:9610","tobramycin"
"2.A.1.82.4","CHEBI:7559","nicotinic acid"
"2.A.29.9.1","CHEBI:25094","lysine"
"2.A.29.9.1","CHEBI:2643","arginine"
"2.A.29.9.1","CHEBI:5733","histidine"
"3.A.1.211.17","CHEBI:6486","lipid"
"1.C.12.1.6","CHEBI:25367","molecule"
"1.B.22.3.1","CHEBI:8526","protein polypeptide chain"
"3.A.3.6.1","CHEBI:3290","cadmium(2+)"
"3.A.3.6.1","CHEBI:49807","lead(2+)"
"3.A.3.6.1","CHEBI:10113","zinc(2+)"
"3.A.3.6.1","CHEBI:5584","hydron"
"3.A.1.205.8","CHEBI:9266","sterol"
"3.A.1.205.8","CHEBI:23888","drug"
"1.A.120.1.3","CHEBI:8755","(ribonucleotide)n+m"
"1.A.6.1.6","CHEBI:3473","cation"
"2.A.1.19.10","CHEBI:9175","sodium(1+)"
"2.A.1.19.10","CHEBI:29987","glutamate(2-)"
"2.A.1.19.10","CHEBI:7719","ochratoxin A"
"2.A.1.19.10","CHEBI:17474","estrone 3-sulfate"
"2.A.1.19.10","CHEBI:1724","dehydroepiandrosterone sulfate"
"2.A.1.19.10","CHEBI:3098","bile acid"
"2.A.1.19.10","CHEBI:9885","7,9-dihydro-1H-purine-2,6,8(3H)-trione"
"2.A.1.19.10","CHEBI:25728","osmolyte"
"2.A.3.8.25","CHEBI:2642","alpha-amino acid"
"2.A.3.8.25","CHEBI:5733","histidine"
"2.A.3.8.25","CHEBI:8089","phenylalanine"
"2.A.3.8.25","CHEBI:60311","thyroid hormone"
"1.C.39.2.3","CHEBI:25367","molecule"
"1.A.1.11.30","CHEBI:3308","calcium(2+)"
"1.A.11.4.3","CHEBI:7435","ammonium"
"1.A.11.4.3","CHEBI:6864","methylamine"
"1.A.11.4.3","CHEBI:4897","ethylamine"
"1.A.11.4.3","CHEBI:3283","carbon dioxide"
"2.A.36.1.14","CHEBI:9175","sodium(1+)"
"2.A.36.1.14","CHEBI:5584","hydron"
"1.C.113.1.7","CHEBI:25367","molecule"
"2.A.97.1.4","CHEBI:8345","potassium(1+)"
"2.A.97.1.4","CHEBI:5584","hydron"
"9.A.12.1.1","CHEBI:71644","lantibiotic"
"1.C.113.2.2","CHEBI:25367","molecule"
"2.A.99.1.1","CHEBI:25517","nickel(2+)"
"3.A.3.1.4","CHEBI:8345","potassium(1+)"
"3.A.3.1.4","CHEBI:5584","hydron"
"3.A.3.1.4","CHEBI:7435","ammonium"
"1.B.40.2.4","CHEBI:8526","protein polypeptide chain"
"1.B.33.6.1","CHEBI:8526","protein polypeptide chain"
"3.A.2.1.3","CHEBI:5584","hydron"
"2.A.29.1.7","CHEBI:2342","ADP"
"2.A.29.1.7","CHEBI:2359","ATP"
"1.A.9.5.5","CHEBI:24870","ion"
"3.A.1.210.7","CHEBI:60836","phytochelatin"
"1.A.69.3.5","CHEBI:3473","cation"
"3.D.6.1.2","CHEBI:5584","hydron"
"1.A.4.2.8","CHEBI:3308","calcium(2+)"
"1.A.4.2.8","CHEBI:36915","inorganic cation"
"3.A.1.135.3","CHEBI:3717","ciprofloxacin"
"3.A.1.135.3","CHEBI:7629","norfloxacin"
"9.A.76.1.2","CHEBI:24024","fatty acid"
"2.A.1.15.16","CHEBI:16150","benzoate"
"2.A.1.15.16","CHEBI:33859","aromatic carboxylic acid"
"1.C.57.1.5","CHEBI:7990","peptide"
"1.C.57.1.5","CHEBI:25367","molecule"
"3.E.1.4.6","CHEBI:2387","acetic acid"
"1.B.23.3.4","CHEBI:25367","molecule"
"3.A.1.17.3","CHEBI:8675","pyrimidine"
"2.A.1.1.43","CHEBI:5584","hydron"
"2.A.1.1.43","CHEBI:5418","glucose"
"2.A.1.1.43","CHEBI:5256","galactose"
"2.A.1.1.43","CHEBI:14575","mannose"
"2.A.1.1.43","CHEBI:5172","fructose"
"2.A.18.8.8","CHEBI:2642","alpha-amino acid"
"1.W.5.1.2","CHEBI:4291","deoxyribonucleic acid"
"9.B.13.1.1","CHEBI:25367","molecule"
"2.A.39.4.1","CHEBI:9530","thiamine(1+)"
"4.A.1.1.4","CHEBI:10202","alpha,alpha-trehalose"
"4.A.1.1.4","CHEBI:7893","6-O-alpha-D-glucopyranosyl-D-fructofuranose"
"4.A.1.1.4","CHEBI:32528","turanose"
"1.F.1.2.1","CHEBI:25512","neurotransmitter"
"1.A.58.1.2","CHEBI:5584","hydron"
"2.A.123.1.19","CHEBI:9840","UDP-sugar"
"9.A.40.3.3","CHEBI:25213","metal cation"
"1.A.56.1.15","CHEBI:49551","copper(1+)"
"3.A.1.15.19","CHEBI:27365","zinc ion"
"1.C.107.1.3","CHEBI:27026","toxin"
"3.A.8.1.4","CHEBI:14911","protein"
"1.B.14.12.2","CHEBI:28009","N-acetyl-beta-D-glucosamine"
"9.A.8.1.10","CHEBI:34754","iron(2+)"
"4.F.1.3.1","CHEBI:7793","phosphate(3-)"
"1.B.14.6.13","CHEBI:25367","molecule"
"1.A.56.1.6","CHEBI:49551","copper(1+)"
"2.A.62.1.3","CHEBI:9175","sodium(1+)"
"2.A.62.1.3","CHEBI:5584","hydron"
"9.A.14.7.10","CHEBI:64243","monosodium L-glutamate"
"9.A.14.7.10","CHEBI:10202","alpha,alpha-trehalose"
"9.A.14.7.10","CHEBI:9314","sucrose"
"9.A.14.7.10","CHEBI:50505","sweetening agent"
"1.B.76.1.3","CHEBI:23378","copper cation"
"2.A.36.1.12","CHEBI:9175","sodium(1+)"
"2.A.36.1.12","CHEBI:5584","hydron"
"2.A.49.8.1","CHEBI:3731","chloride"
"1.B.33.3.10","CHEBI:14911","protein"
"1.A.77.2.8","CHEBI:6635","magnesium(2+)"
"2.A.21.5.8","CHEBI:9175","sodium(1+)"
"2.A.21.5.8","CHEBI:3407","monocarboxylic acid anion"
"1.A.4.1.3","CHEBI:3308","calcium(2+)"
"1.A.77.3.12","CHEBI:3473","cation"
"1.B.66.3.2","CHEBI:25367","molecule"
"1.A.9.3.2","CHEBI:3731","chloride"
"1.B.14.2.12","CHEBI:2786","Apotransferrin"
"3.A.2.3.3","CHEBI:5584","hydron"
"1.A.3.1.1","CHEBI:3308","calcium(2+)"
"1.A.84.2.1","CHEBI:3308","calcium(2+)"
"1.A.77.3.22","CHEBI:3473","cation"
"2.A.5.4.4","CHEBI:10113","zinc(2+)"
"1.B.22.4.2","CHEBI:75979","double-stranded DNA polynucleotide"
"1.B.1.1.24","CHEBI:25367","molecule"
"2.A.6.2.19","CHEBI:24870","ion"
"2.A.6.2.19","CHEBI:3717","ciprofloxacin"
"2.A.6.2.19","CHEBI:3603","chloramphenicol"
"2.A.6.2.19","CHEBI:9474","tetracycline"
"2.A.6.2.19","CHEBI:4713","doxycycline"
"2.A.6.2.19","CHEBI:4841","erythromycin A"
"2.A.12.1.11","CHEBI:2342","ADP"
"2.A.12.1.11","CHEBI:2359","ATP"
"1.A.29.1.1","CHEBI:2633","amide"
"3.A.1.105.12","CHEBI:8154","phosphonate(2-)"
"2.A.39.1.2","CHEBI:8675","pyrimidine"
"1.B.66.1.9","CHEBI:25367","molecule"
"1.B.14.9.4","CHEBI:5651","ferroheme b"
"3.A.1.12.8","CHEBI:3073","glycine betaine"
"3.A.1.12.8","CHEBI:26271","proline"
"2.A.1.49.2","CHEBI:37550","sphingosine 1-phosphate"
"3.A.20.1.2","CHEBI:8526","protein polypeptide chain"
"9.A.18.1.3","CHEBI:7990","peptide"
"2.A.37.1.3","CHEBI:8345","potassium(1+)"
"2.A.7.3.3","CHEBI:79296","indigoidine"
"2.A.66.1.29","CHEBI:23888","drug"
"5.B.1.4.4","CHEBI:10545","electron"
"3.A.10.3.2","CHEBI:9175","sodium(1+)"
"3.A.10.3.2","CHEBI:5584","hydron"
"1.A.30.1.5","CHEBI:5584","hydron"
"2.A.1.19.16","CHEBI:25696","organic anion"
"2.A.1.19.16","CHEBI:22587","antiviral agent"
"1.A.8.11.6","CHEBI:5585","water"
"1.B.43.1.3","CHEBI:25367","molecule"
"1.A.87.3.1","CHEBI:3290","cadmium(2+)"
"1.A.23.4.1","CHEBI:24870","ion"
"2.A.20.1.6","CHEBI:7793","phosphate(3-)"
"1.A.84.1.6","CHEBI:24870","ion"
"9.B.174.1.3","CHEBI:25906","peptide"
"3.A.1.24.1","CHEBI:6829","methionine"
"2.A.1.46.5","CHEBI:23765","quinolone"
"2.A.7.1.5","CHEBI:3933","crystal violet"
"2.A.7.1.5","CHEBI:8682","pyronin Y"
"2.A.7.1.5","CHEBI:4883","ethidium bromide"
"2.A.7.1.5","CHEBI:8159","fosfomycin"
"2.A.7.1.5","CHEBI:3603","chloramphenicol"
"2.A.7.1.5","CHEBI:9474","tetracycline"
"2.A.7.1.5","CHEBI:45745","streptomycin"
"2.A.7.1.5","CHEBI:45272","3,6-diaminoacridine"
"1.B.8.1.13","CHEBI:25367","molecule"
"1.C.60.1.1","CHEBI:25367","molecule"
"2.A.38.3.6","CHEBI:8345","potassium(1+)"
"2.A.38.3.6","CHEBI:5584","hydron"
"3.A.5.8.1","CHEBI:14911","protein"
"4.A.6.2.2","CHEBI:14575","mannose"
"2.A.66.1.27","CHEBI:23888","drug"
"2.D.1.1.3","CHEBI:8137","phosphatidyl-L-serine"
"2.D.1.1.3","CHEBI:8134","phosphatidylinositol 4-phosphate"
"2.A.6.2.2","CHEBI:8150","phospholipid"
"2.A.6.2.2","CHEBI:3098","bile acid"
"2.A.6.2.2","CHEBI:42478","ethidium"
"2.A.6.2.2","CHEBI:26764","steroid hormone"
"2.A.6.2.2","CHEBI:48219","disinfectant"
"2.A.6.2.2","CHEBI:27780","detergent"
"2.A.6.2.2","CHEBI:23888","drug"
"2.A.6.2.2","CHEBI:37958","dye"
"3.A.3.2.30","CHEBI:3308","calcium(2+)"
"2.A.36.5.1","CHEBI:30143","lithium(1+)"
"2.A.36.5.1","CHEBI:9175","sodium(1+)"
"2.A.36.5.1","CHEBI:8345","potassium(1+)"
"2.A.36.5.1","CHEBI:33126","caesium(1+)"
"2.A.36.5.1","CHEBI:5584","hydron"
"1.E.5.2.7","CHEBI:14911","protein"
"3.A.1.25.6","CHEBI:8843","riboflavin"
"2.A.3.8.14","CHEBI:5584","hydron"
"2.A.3.8.14","CHEBI:6175","L-alpha-amino acid"
"1.B.25.3.1","CHEBI:25367","molecule"
"1.B.1.1.3","CHEBI:69437","orobol"
"1.B.1.1.3","CHEBI:22582","antimicrobial agent"
"2.A.55.2.20","CHEBI:3290","cadmium(2+)"
"2.A.55.2.20","CHEBI:25156","manganese(2+)"
"2.A.55.2.20","CHEBI:24875","iron cation"
"2.A.55.2.20","CHEBI:23378","copper cation"
"2.A.55.2.20","CHEBI:60240","divalent metal cation"
"1.B.14.1.16","CHEBI:25367","molecule"
"2.A.7.1.8","CHEBI:6864","methylamine"
"2.A.7.1.8","CHEBI:7562","(S)-nicotine"
"5.B.1.1.5","CHEBI:10545","electron"
"1.C.36.5.1","CHEBI:8526","protein polypeptide chain"
"3.A.11.2.3","CHEBI:75980","single-stranded DNA polynucleotide"
"3.A.1.7.1","CHEBI:7793","phosphate(3-)"
"1.C.98.1.1","CHEBI:25367","molecule"
"1.C.78.1.1","CHEBI:24870","ion"
"2.A.1.3.53","CHEBI:19203","1H-pyrrole"
"2.A.1.3.53","CHEBI:68452","azole"
"1.A.14.3.13","CHEBI:22921","brassinosteroid"
"4.A.1.1.19","CHEBI:60979","alpha-glucoside"
"1.B.56.1.4","CHEBI:25367","molecule"
"2.A.86.1.14","CHEBI:30143","lithium(1+)"
"2.A.86.1.14","CHEBI:9175","sodium(1+)"
"2.A.86.1.14","CHEBI:5584","hydron"
"3.A.1.14.22","CHEBI:31460","desferrioxamine B mesylate"
"3.A.1.24.6","CHEBI:7990","peptide"
"1.B.33.2.4","CHEBI:8526","protein polypeptide chain"
"1.B.44.1.2","CHEBI:25367","molecule"
"1.A.3.1.3","CHEBI:3308","calcium(2+)"
"3.A.1.14.20","CHEBI:5651","ferroheme b"
"1.B.8.2.2","CHEBI:25367","molecule"
"4.A.3.2.7","CHEBI:50668","N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-aldehydo-D-glucosamine"
"1.B.76.1.6","CHEBI:23378","copper cation"
"1.B.20.1.3","CHEBI:8526","protein polypeptide chain"
"1.A.17.4.8","CHEBI:9175","sodium(1+)"
"1.A.17.4.8","CHEBI:8345","potassium(1+)"
"1.A.1.29.6","CHEBI:3473","cation"
"1.A.9.5.11","CHEBI:24870","ion"
"1.A.75.1.12","CHEBI:23058","cation"
"2.A.4.2.8","CHEBI:3290","cadmium(2+)"
"2.A.4.2.8","CHEBI:23337","cobalt(2+)"
"2.A.4.2.8","CHEBI:10113","zinc(2+)"
"1.A.37.1.1","CHEBI:3308","calcium(2+)"
"1.A.37.1.1","CHEBI:3473","cation"
"1.A.24.1.14","CHEBI:24870","ion"
"1.A.24.1.14","CHEBI:72695","organic molecule"
"1.A.24.1.14","CHEBI:62488","signalling molecule"
"4.C.3.1.13","CHEBI:14911","protein"
"2.A.1.1.82","CHEBI:3523","cellodextrin"
"2.A.1.1.82","CHEBI:3522","cellobiose"
"2.A.113.1.2","CHEBI:25517","nickel(2+)"
"2.A.45.2.4","CHEBI:29241","silicate(4-)"
"3.D.1.8.1","CHEBI:5584","hydron"
"2.A.103.1.9","CHEBI:6486","lipid"
"1.B.62.1.5","CHEBI:25367","molecule"
"1.C.52.1.3","CHEBI:24870","ion"
"1.A.77.3.27","CHEBI:3473","cation"
"1.C.122.1.1","CHEBI:25367","molecule"
"2.A.1.2.55","CHEBI:16670","peptide"
"2.A.1.2.55","CHEBI:4634","dipeptide"
"2.A.1.2.55","CHEBI:22599","arabinose"
"2.A.1.2.55","CHEBI:23888","drug"
"1.C.7.2.1","CHEBI:8526","protein polypeptide chain"
"1.C.14.1.4","CHEBI:24870","ion"
"2.A.4.1.4","CHEBI:3290","cadmium(2+)"
"2.A.4.1.4","CHEBI:10113","zinc(2+)"
"2.A.4.1.4","CHEBI:5584","hydron"
"1.A.1.11.10","CHEBI:3308","calcium(2+)"
"1.A.85.1.8","CHEBI:39124","calcium ion"
"1.A.85.1.8","CHEBI:23058","cation"
"2.A.29.1.4","CHEBI:2342","ADP"
"2.A.29.1.4","CHEBI:2359","ATP"
"3.A.3.1.5","CHEBI:9175","sodium(1+)"
"3.A.3.1.5","CHEBI:8345","potassium(1+)"
"2.A.20.1.5","CHEBI:7793","phosphate(3-)"
"1.A.8.9.9","CHEBI:5585","water"
"1.A.8.9.9","CHEBI:5448","glycerol"
"1.W.3.1.2","CHEBI:4291","deoxyribonucleic acid"
"1.B.15.1.2","CHEBI:9840","UDP-sugar"
"2.A.108.2.3","CHEBI:34754","iron(2+)"
"1.B.33.3.1","CHEBI:23058","cation"
"1.B.33.3.1","CHEBI:8526","protein polypeptide chain"
"2.A.29.3.6","CHEBI:24636","proton"
"1.A.46.2.2","CHEBI:22563","anion"
"2.A.52.1.8","CHEBI:25517","nickel(2+)"
"1.E.36.1.9","CHEBI:14911","protein"
"9.A.39.1.4","CHEBI:5651","ferroheme b"
"1.C.95.1.1","CHEBI:25367","molecule"
"8.B.4.1.10","CHEBI:24870","ion"
"1.A.25.2.2","CHEBI:25367","molecule"
"1.A.7.1.9","CHEBI:24870","ion"
"2.A.7.3.7","CHEBI:8945","S-adenosyl-L-homocysteine"
"2.A.7.3.7","CHEBI:8946","S-adenosyl-L-methionine"
"2.A.54.1.10","CHEBI:5975","iron chelate"
"3.A.1.204.24","CHEBI:83164","non-polar lipid"
"3.A.1.204.24","CHEBI:18059","lipid"
"1.A.77.3.38","CHEBI:3473","cation"
"1.A.16.3.3","CHEBI:29919","hydrosulfide"
"1.A.24.1.3","CHEBI:1327","3',5'-cyclic GMP"
"1.A.24.1.3","CHEBI:1325","3',5'-cyclic AMP"
"1.A.24.1.3","CHEBI:24846","inositol phosphate"
"1.A.24.1.3","CHEBI:25367","molecule"
"3.A.1.14.8","CHEBI:84633","iron(III) vibrioferrin"
"1.C.14.1.5","CHEBI:24870","ion"
"1.A.30.3.1","CHEBI:5584","hydron"
"2.A.74.1.1","CHEBI:2472","adenosine"
"2.A.74.1.1","CHEBI:9263","steroid"
"2.A.74.1.1","CHEBI:9893","uridine"
"2.A.74.1.1","CHEBI:9579","thymidine"
"2.A.74.1.1","CHEBI:7647","nucleoside"
"2.A.74.1.1","CHEBI:24869","ionophore"
"2.A.74.1.1","CHEBI:23888","drug"
"1.A.22.1.7","CHEBI:24870","ion"
"1.B.76.1.2","CHEBI:23378","copper cation"
"2.A.35.1.3","CHEBI:9800","tyrosine"
"2.A.6.2.46","CHEBI:6463","limonene"
"3.A.1.24.3","CHEBI:6829","methionine"
"9.A.8.1.15","CHEBI:34754","iron(2+)"
"9.B.153.3.17","CHEBI:25367","molecule"
"1.C.85.2.2","CHEBI:25367","molecule"
"1.B.10.2.2","CHEBI:25367","molecule"
"1.C.5.2.2","CHEBI:25367","molecule"
"3.A.1.109.1","CHEBI:36080","protein"
"2.A.6.2.25","CHEBI:3603","chloramphenicol"
"2.A.6.2.25","CHEBI:23888","drug"
"2.A.112.1.12","CHEBI:8150","phospholipid"
"2.A.80.1.2","CHEBI:30043","terephthalate(2-)"
"2.A.80.1.2","CHEBI:30803","isophthalate(2-)"
"2.A.80.1.2","CHEBI:19889","(3,4-dihydroxyphenyl)acetate"
"2.A.80.1.2","CHEBI:34687","dibutyl phthalate"
"3.A.1.3.23","CHEBI:25094","lysine"
"3.A.1.3.23","CHEBI:2539","alanine"
"3.A.1.3.23","CHEBI:2643","arginine"
"3.A.1.3.23","CHEBI:5733","histidine"
"3.A.1.3.23","CHEBI:27266","valine"
"1.A.30.1.7","CHEBI:9175","sodium(1+)"
"1.A.30.1.7","CHEBI:24636","proton"
"2.A.29.7.4","CHEBI:50744","citrate salt"
"2.A.25.1.10","CHEBI:5460","glycine"
"2.A.25.1.10","CHEBI:2539","alanine"
"2.A.1.2.20","CHEBI:42503","fosfomycin"
"2.A.1.2.20","CHEBI:87211","fluoroquinolone antibiotic"
"1.B.80.2.3","CHEBI:25367","molecule"
"1.A.17.1.11","CHEBI:3731","chloride"
"1.G.5.1.1","CHEBI:25367","molecule"
"2.A.1.2.31","CHEBI:8345","potassium(1+)"
"2.A.1.2.31","CHEBI:3139","bleomycin A2"
"2.A.1.2.31","CHEBI:8719","quinidine"
"2.A.1.2.31","CHEBI:3722","cisplatin"
"1.C.36.1.1","CHEBI:8526","protein polypeptide chain"
"1.B.12.1.10","CHEBI:8526","protein polypeptide chain"
"2.A.1.71.1","CHEBI:24636","proton"
"4.A.1.2.7","CHEBI:47571","N-acetyl-alpha-D-muramic acid"
"4.D.1.4.4","CHEBI:24403","glycosyl group"
"1.B.25.1.35","CHEBI:16150","benzoate"
"4.A.6.1.28","CHEBI:4162","2-amino-2-deoxy-D-glucopyranose"
"4.A.6.1.28","CHEBI:28009","N-acetyl-beta-D-glucosamine"
"4.A.6.1.28","CHEBI:63153","N-acetyl-D-mannosamine"
"4.A.6.1.28","CHEBI:4167","D-glucopyranose"
"4.A.6.1.28","CHEBI:4208","D-mannopyranose"
"4.A.6.1.28","CHEBI:4119","keto-D-fructose"
"1.G.3.1.4","CHEBI:25367","molecule"
"1.A.1.2.6","CHEBI:8345","potassium(1+)"
"3.A.11.1.4","CHEBI:75980","single-stranded DNA polynucleotide"
"1.A.4.3.5","CHEBI:3308","calcium(2+)"
"2.A.7.25.2","CHEBI:6635","magnesium(2+)"
"2.A.2.6.3","CHEBI:6668","maltose"
"1.B.16.2.3","CHEBI:25367","molecule"
"2.A.4.7.5","CHEBI:3290","cadmium(2+)"
"2.A.4.7.5","CHEBI:10113","zinc(2+)"
"1.C.39.5.4","CHEBI:25367","molecule"
"1.B.1.6.1","CHEBI:22563","anion"
"2.A.5.5.7","CHEBI:10113","zinc(2+)"
"1.A.54.5.4","CHEBI:16247","phospholipid"
"2.A.3.4.3","CHEBI:1786","gamma-aminobutyric acid"
"2.A.3.4.3","CHEBI:8650","putrescine"
"9.A.41.1.1","CHEBI:61650","[3)-beta-D-galactopyranuronosyl-(1->3)-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucopyranosyl-(1->4)-beta-D-galactopyranurosyl-(1->]n"
"1.B.57.2.2","CHEBI:25367","molecule"
"1.A.9.1.20","CHEBI:24870","ion"
"8.A.161.1.1","CHEBI:26959","thiocarboxylic ester"
"2.A.1.2.48","CHEBI:9474","tetracycline"
"2.A.1.2.48","CHEBI:27902","tetracycline"
"4.A.6.1.7","CHEBI:9806","UDP-2-deoxyglucose"
"4.A.6.1.7","CHEBI:5418","glucose"
"4.A.6.1.7","CHEBI:14575","mannose"
"4.A.6.1.7","CHEBI:5172","fructose"
"1.C.48.1.4","CHEBI:24870","ion"
"2.A.22.3.1","CHEBI:9175","sodium(1+)"
"2.A.22.3.1","CHEBI:3073","glycine betaine"
"2.A.22.3.1","CHEBI:64307","2,4-diaminobutyric acid"
"2.A.22.3.1","CHEBI:1786","gamma-aminobutyric acid"
"2.A.22.3.1","CHEBI:9029","sarcosine"
"2.A.22.3.1","CHEBI:7077","N,N-dimethylglycine"
"2.A.22.3.1","CHEBI:5460","glycine"
"2.A.22.3.1","CHEBI:26271","proline"
"2.A.22.3.1","CHEBI:8719","quinidine"
"1.A.62.4.2","CHEBI:3473","cation"
"1.C.2.1.2","CHEBI:25367","molecule"
"3.A.1.105.2","CHEBI:7737","oleandomycin"
"1.B.67.1.5","CHEBI:25367","molecule"
"1.B.39.1.7","CHEBI:3473","cation"
"3.A.1.9.4","CHEBI:29198","phosphinate"
"3.A.1.9.4","CHEBI:8154","phosphonate(2-)"
"3.A.1.9.4","CHEBI:29197","phosphite(3-)"
"2.A.76.1.6","CHEBI:2642","alpha-amino acid"
"1.A.1.8.1","CHEBI:8345","potassium(1+)"
"2.A.6.2.43","CHEBI:6440","levofloxacin"
"2.A.6.2.43","CHEBI:3717","ciprofloxacin"
"2.A.6.2.43","CHEBI:6939","minocycline"
"2.A.6.2.43","CHEBI:9474","tetracycline"
"1.H.2.2.1","CHEBI:25367","molecule"
"1.E.11.1.3","CHEBI:53387","poly(hydroxyalkanoate)"
"3.A.1.14.4","CHEBI:61345","chrysobactin"
"9.A.16.1.1","CHEBI:16541","protein polypeptide chain"
"2.A.39.3.13","CHEBI:9882","uracil"
"2.A.7.6.1","CHEBI:5584","hydron"
"2.A.7.6.1","CHEBI:45460","alpha-L-rhamnopyranose"
"3.D.7.1.3","CHEBI:10545","electron"
"3.D.9.1.2","CHEBI:24636","proton"
"1.M.1.1.2","CHEBI:25367","molecule"
"1.A.1.2.9","CHEBI:8345","potassium(1+)"
"1.A.30.2.9","CHEBI:5584","hydron"
"2.A.25.1.2","CHEBI:9175","sodium(1+)"
"2.A.25.1.2","CHEBI:5584","hydron"
"2.A.25.1.2","CHEBI:2539","alanine"
"2.A.64.3.1","CHEBI:8526","protein polypeptide chain"
"2.A.22.4.3","CHEBI:6829","methionine"
"2.A.22.4.3","CHEBI:2539","alanine"
"2.A.1.20.4","CHEBI:61448","isopropyl beta-D-thiogalactopyranoside"
"2.A.1.20.4","CHEBI:6353","alpha-lactose"
"2.A.1.20.4","CHEBI:22599","arabinose"
"1.A.85.1.3","CHEBI:25367","molecule"
"3.A.1.17.11","CHEBI:8843","riboflavin"
"9.A.63.1.2","CHEBI:8526","protein polypeptide chain"
"2.A.36.1.7","CHEBI:9175","sodium(1+)"
"2.A.36.1.7","CHEBI:5584","hydron"
"1.A.1.13.9","CHEBI:8345","potassium(1+)"
"3.A.1.115.2","CHEBI:26708","sodium atom"
"1.B.59.1.1","CHEBI:22563","anion"
"4.D.2.1.6","CHEBI:24403","glycosyl group"
"2.A.29.1.8","CHEBI:2342","ADP"
"2.A.29.1.8","CHEBI:2359","ATP"
"1.C.38.1.1","CHEBI:25367","molecule"
"3.A.1.11.1","CHEBI:9218","spermidine"
"3.A.1.11.1","CHEBI:8650","putrescine"
"2.A.1.3.44","CHEBI:7565","nifedipine"
"2.A.1.3.44","CHEBI:42478","ethidium"
"2.A.1.3.44","CHEBI:3614","chlorhexidine"
"2.A.3.10.24","CHEBI:3730","citrulline"
"2.A.3.10.24","CHEBI:2642","alpha-amino acid"
"2.A.3.10.24","CHEBI:83821","amino acid derivative"
"1.C.12.2.1","CHEBI:25367","molecule"
"1.B.42.1.10","CHEBI:6494","lipopolysaccharide"
"1.A.77.4.2","CHEBI:3473","cation"
"5.A.3.11.1","CHEBI:10545","electron"
"3.A.2.2.1","CHEBI:5584","hydron"
"1.A.72.1.3","CHEBI:5714","mercury(2+)"
"1.C.105.2.9","CHEBI:25367","molecule"
"2.A.7.35.2","CHEBI:6635","magnesium(2+)"
"9.B.126.1.1","CHEBI:6486","lipid"
"2.A.5.1.8","CHEBI:10113","zinc(2+)"
"1.B.32.2.1","CHEBI:25367","molecule"
"2.A.7.12.3","CHEBI:67119","UDP-alpha-D-galactose"
"2.A.28.2.9","CHEBI:9175","sodium(1+)"
"2.A.28.2.9","CHEBI:3098","bile acid"
"1.C.32.2.1","CHEBI:25367","molecule"
"2.A.18.2.6","CHEBI:25094","lysine"
"2.A.18.2.6","CHEBI:5733","histidine"
"9.B.14.3.9","CHEBI:5651","ferroheme b"
"2.A.3.8.20","CHEBI:18258","3,3',5-triiodo-L-thyronine"
"2.A.3.8.20","CHEBI:4052","cystine"
"2.A.3.8.20","CHEBI:6829","methionine"
"2.A.3.8.20","CHEBI:16857","L-threonine"
"2.A.3.8.20","CHEBI:17191","L-isoleucine"
"2.A.3.8.20","CHEBI:5460","glycine"
"2.A.3.8.20","CHEBI:2539","alanine"
"2.A.3.8.20","CHEBI:22653","asparagine"
"2.A.3.8.20","CHEBI:5432","glutamine"
"2.A.3.8.20","CHEBI:26271","proline"
"2.A.3.8.20","CHEBI:9116","serine"
"2.A.3.8.20","CHEBI:25017","leucine"
"2.A.3.8.20","CHEBI:27266","valine"
"2.A.3.8.20","CHEBI:8089","phenylalanine"
